PLAYER,SEASON_START_YEAR,POS,BODY.FAT..,HAND.LENGTH..inches.,HAND.WIDTH..inches.,HEIGHT.W.O.SHOES,HEIGHT.W..SHOES,STANDING.REACH,WEIGHT..LBS.,WINGSPAN
Sviatoslav Mykhailiuk,2018,SG-SF,8.45,20.955000000000002,24.13,199.39,202.565,254,211.6,194.945
Malik Newman,2018,SG,6.25,21.59,24.13,189.23,191.135,250.19,189.2,196.85
Josh Okogie,2018,SG,5.2,22.86,24.765,190.5,194.31,259.08,210.8,213.36
Theo Pinson,2018,SG-SF,7.35,22.86,22.86,195.57999999999998,200.025,262.89,211.2,210.185
Jontay Porter,2018,C-PF,13.85,22.225,24.13,208.28,212.09,276.86,236,213.995
Michael Porter,2018,SF-PF,6.4,22.225,23.495,207.01,210.185,275.59,211,213.995
Billy Preston,2018,PF,5.45,23.495,24.13,205.105,209.55,274.32,222.4,218.44000000000003
Jerome Robinson,2018,SG,6.05,22.86,25.4,193.04,195.57999999999998,248.92000000000002,188.4,201.295
Collin Sexton,2018,PG,5.6,20.955000000000002,21.59,184.15,186.69,250.19,183,201.295
Landry Shamet,2018,PG,4.85,20.32,22.86,193.04,196.215,254,188.6,200.025
Anfernee Simons,2018,SG-PG,7.7,22.225,22.86,188.595,191.135,252.73000000000002,183.2,206.375
Zhaire Smith,2018,SF-SG,6.05,22.225,20.955000000000002,189.865,193.04,254,198.6,207.64499999999998
Ray Spalding,2018,PF,5.55,23.495,22.86,205.74,208.915,276.86,215.4,225.425
Omari Spellman,2018,PF-C,13.75,22.86,22.86,203.2,206.375,273.05,253.8,218.44000000000003
Khyri Thomas,2018,SG,6.4,22.225,23.495,189.23,192.405,256.54,198.8,209.55
Gary Trent,2018,SG,7,21.59,24.13,193.67499999999998,197.48499999999999,248.92000000000002,204.2,205.105
Allonzo Trier,2018,SG,4.95,20.955000000000002,26.67,192.405,196.215,248.92000000000002,198,200.025
Moritz Wagner,2018,C-PF,6.75,22.86,27.305,209.55,212.09,274.32,241.4,213.36
Lonnie Walker,2018,SG,5.65,22.86,24.13,192.405,194.31,252.73000000000002,196.2,208.915
PJ Washington,2018,PF,6.85,22.86,26.035,199.39,203.2,271.78000000000003,223,219.71
Austin Wiley,2018,C,5,24.765,26.035,203.835,208.28,281.94,249.4,226.06
Kris Wilkes,2018,SF,5.15,22.225,23.495,199.39,201.93,262.89,205,208.915
Kenrich Williams,2018,SF,5.95,21.59,24.765,198.12,201.93,262.89,200.4,201.295
Trae Young,2018,PG,5.35,20.32,23.495,184.15,187.325,242.57000000000002,177.8,190.5
Nickeil Alexander-Walker,2019,SG,5.9,21.59,22.225,193.67499999999998,196.85,259.08,203.8,207.01
RJ Barrett,2019,SF,NA,NA,NA,NA,NA,NA,NA,NA
Charles Bassey,2019,C,8.5,23.495,24.13,205.105,208.28,278.13,239,222.25
Darius Bazley,2019,PF,3.6,22.86,24.765,202.565,205.74,271.78000000000003,208.4,213.36
Bol Bol,2019,C,7.1,23.495,24.13,215.26500000000001,219.71,293.37,208,231.14000000000001
Jordan Bone,2019,SG,5,19.05,23.495,186.69,189.865,241.3,179,191.135
Brian Bowen II,2019,SF,6.5,21.59,24.765,198.755,201.93,261.62,200,208.28
Ky Bowman,2019,PG,4.9,20.955000000000002,22.86,185.42,188.595,248.92000000000002,181.2,200.66
Ignas Brazdeikis,2019,SF,6,22.225,24.13,197.48499999999999,201.295,259.08,220.8,206.375
O'Shae Brissett,2019,SF-PF,2.9,22.86,24.13,200.66,203.2,264.16,203.2,213.36
Moses Brown,2019,C,7.8,24.13,26.035,216.53500000000003,219.71,287.02,237.2,225.425
Brandon Clarke,2019,SF,4.9,20.955000000000002,24.13,201.295,203.835,259.08,207.2,203.835
Nicolas Claxton,2019,C,4.5,23.495,24.13,208.28,212.725,279.4,216.6,219.71
Tyler Cook,2019,PF,6.1,24.13,27.305,201.295,205.105,270.51,245.4,214.63000000000002
Jarrett Culver,2019,SG,5,20.955000000000002,21.59,196.215,200.025,255.27,194.2,207.01
Terence Davis,2019,SG,4.1,23.495,27.305,190.5,194.31,256.54,192.4,205.105
Luguentz Dort,2019,PG,5,21.59,22.86,189.865,193.67499999999998,252.73000000000002,222.2,204.47
Devon Dotson,2019,PG,5.9,20.955000000000002,24.13,182.88,187.96,242.57000000000002,178.6,191.135
Carsen Edwards,2019,PG,5.5,22.225,22.86,179.705,183.515,240.03000000000003,199.4,198.12
Tacko Fall,2019,C,6.8,26.67,26.67,226.69500000000002,231.14000000000001,311.15000000000003,288.8,249.555
Bruno Fernando,2019,C,5.4,23.495,25.4,205.105,208.915,279.4,237,221.615
Daniel Gafford,2019,PF,5.9,23.495,23.495,206.375,209.55,279.4,237.6,219.07500000000002
Darius Garland,2019,PG,NA,NA,NA,NA,NA,NA,NA,NA
Quentin Grimes,2019,SG,8.4,20.955000000000002,25.4,193.04,196.215,255.27,209.6,202.565
Kyle Guy,2019,SG,5.7,20.32,22.225,184.785,188.595,242.57000000000002,167.8,194.31
Jaylen Hands,2019,PG,5.1,20.32,20.955000000000002,186.69,190.5,246.38,180.4,196.85
Jared Harper,2019,PG,3.9,20.955000000000002,24.13,177.16500000000002,180.34,238.76000000000002,169.2,196.85
Jaxson Hayes,2019,PF,5,23.495,26.67,208.915,212.09,280.67,218.6,222.25
Dewan Hernandez,2019,C,6.1,24.13,26.035,205.74,208.915,271.78000000000003,232.8,217.805
Tyler Herro,2019,SG,7.1,20.32,22.225,194.31,198.12,255.27,192.4,191.135
Jalen Hoard,2019,PF,6.7,22.225,24.765,201.295,205.74,267.97,212.6,215.26500000000001
Talen Horton-Tucker,2019,SG,8.4,24.13,24.765,189.23,193.04,261.62,235.4,216.53500000000003
De'Andre Hunter,2019,,NA,NA,NA,NA,NA,NA,NA,NA
DaQuan Jeffries,2019,SF-PF,3.9,24.13,26.035,193.04,195.57999999999998,264.16,215.6,211.45499999999998
Ty Jerome,2019,PG,6.5,20.955000000000002,24.13,193.67499999999998,196.85,248.92000000000002,194.4,193.04
Keldon Johnson,2019,SG,5.6,20.32,23.495,194.945,198.12,264.16,216.4,206.375
Cameron Johnson,2019,SG,5.8,20.32,21.59,200.66,204.47,261.62,205.2,208.28
Mfiondu Kabengele,2019,PF,5.1,23.495,27.305,205.105,208.915,278.13,256.2,220.98000000000002
Louis King,2019,SF,4.8,20.32,21.59,200.025,203.2,265.43,195.2,213.995
Romeo Langford,2019,SG,NA,22.86,22.86,194.31,198.12,261.62,NA,210.82
Dedric Lawson,2019,PF,8.9,24.765,24.765,200.66,204.47,273.05,233,219.07500000000002
Jalen Lecque,2019,PG,4,22.225,21.59,189.23,193.67499999999998,250.19,185.2,204.47
Nassir Little,2019,SF,5.9,22.225,25.4,194.31,198.12,265.43,224.2,216.53500000000003
Terance Mann,2019,SG-SF,4,24.13,23.495,194.945,199.39,256.54,204.6,202.565
Cody Martin,2019,PG-SG,5,20.955000000000002,22.86,194.945,196.85,260.35,192.2,208.915
Charles Matthews,2019,SG,3.8,21.59,22.225,195.57999999999998,198.755,261.62,194.8,207.01
Jalen McDaniels,2019,SF,5.7,22.86,25.4,203.835,207.64499999999998,267.97,191.6,213.995
Ja Morant,2019,PG,NA,NA,NA,NA,NA,NA,NA,NA
Zach Norvell Jr.,2019,SG,7.5,21.59,24.13,194.31,196.85,256.54,206.4,198.12
Jaylen Nowell,2019,SG,6.1,20.955000000000002,21.59,191.135,193.67499999999998,248.92000000000002,202.4,201.295
Jordan Nwora,2019,PF,7.8,21.59,23.495,197.48499999999999,201.93,261.62,220,209.55
Chuma Okeke,2019,,NA,NA,NA,NA,NA,NA,NA,NA
KZ Okpala,2019,SF,4.6,23.495,23.495,201.295,207.01,270.51,209.6,217.805
Miye Oni,2019,SG,4.9,22.86,25.4,193.67499999999998,197.48499999999999,255.27,205.6,210.185
Eric Paschall,2019,SF,6.3,22.86,24.13,198.12,201.295,262.89,254.4,212.725
Reggie Perry,2019,SF-PF,6.7,22.86,25.4,203.2,206.375,269.24,250.8,214.63000000000002
Shamorie Ponds,2019,PG,9.8,19.685,20.32,181.61,184.15,245.11,180,191.76999999999998
Jordan Poole,2019,SG,7.5,20.955000000000002,21.59,191.76999999999998,196.85,252.73000000000002,190.8,200.025
Jontay Porter,2019,PF,8.5,22.225,24.13,207.64499999999998,210.82,278.13,210.4,213.36
Kevin Porter Jr.,2019,SG,5.1,22.225,22.225,193.04,196.85,261.62,212.6,205.74
Neemias Queta,2019,C,6.3,24.13,27.94,210.185,213.995,283.21,225.8,224.155
Cameron Reddish,2019,SF,4.7,22.86,22.86,199.39,203.2,267.97,207.8,214.63000000000002
Naz Reid,2019,PF,14,24.13,23.495,205.105,207.01,276.86,255.8,221.615
Isaiah Roby,2019,PF,3.9,22.86,26.67,201.295,204.47,269.24,214,215.9
Luka Samanic,2019,PF,5.6,21.59,22.86,207.01,210.82,271.78000000000003,227.2,209.55
Admiral Schofield,2019,SF,6.8,22.225,22.86,193.04,196.215,260.35,240.6,207.64499999999998
Marial Shayok,2019,SF-PF,4.7,22.225,23.495,194.31,196.85,262.89,196.8,213.995
Simisola Shittu,2019,PF,6.2,22.225,21.59,204.47,207.01,269.24,227.2,216.53500000000003
Killian Tillie,2019,,NA,NA,NA,NA,NA,NA,NA,NA
P.J. Washington,2019,PF,8.6,22.86,26.035,199.39,203.2,270.51,230.4,219.07500000000002
Tremont Waters,2019,PG,6.6,20.32,24.765,176.53,179.705,237.49,172.4,188.595
Quinndary Weatherspoon,2019,SG,6.1,21.59,22.86,190.5,193.67499999999998,254,206.6,205.74
Coby White,2019,PG,4.3,19.685,22.86,191.76999999999998,194.945,247.65,191.4,195.57999999999998
Kris Wilkes,2019,SF,4.9,21.59,24.13,198.755,202.565,261.62,208.8,210.185
Grant Williams,2019,PF,5.4,22.86,26.67,197.48499999999999,201.93,265.43,240.2,207.64499999999998
Zion Williamson,2019,PF,NA,NA,NA,NA,NA,NA,NA,NA
Dylan Windler,2019,SF,4.6,20.955000000000002,24.13,198.755,201.93,265.43,195.8,208.28
Precious Achiuwa,2020,PF,6.7,22.86,25.4,201.93,205.105,275.59,234,215.26500000000001
Ty-Shon Alexander,2020,SG,12.3,22.225,22.225,187.96,193.04,254,200.8,203.2
Udoka Azubuike,2020,C,9.61,23.495,25.4,208.28,212.09,276.86,259.5,231.775
Tyler Bey,2020,PF,5,21.59,22.86,198.12,200.66,267.97,212.8,216.53500000000003
Yoeli Childs,2020,PF,8.2,22.225,25.4,198.12,200.66,269.24,226.4,212.09
Mamadi Diakite,2020,PF,7.83,22.86,26.035,204.47,208.915,271.78000000000003,222.1,222.88500000000002
Devon Dotson,2020,PG,4.6,20.955000000000002,25.4,184.15,187.325,241.3,185.2,190.5
Paul Eboua,2020,SF-PF,3.8,22.86,26.035,198.12,201.93,274.32,222.2,222.25
CJ Elleby,2020,SG-SF,4.2,22.225,25.4,196.85,198.755,255.27,198.6,201.295
Trent Forrest,2020,PG,5.65,22.86,24.765,191.76999999999998,194.945,260.35,203,201.93
Josh Green,2020,SG-SF,6.8,20.32,22.225,194.31,196.85,257.81,214,207.64499999999998
Ashton Hagans,2020,PG,4.1,22.86,22.86,186.69,189.23,252.73000000000002,193,203.2
Joshua Hall,2020,SF,7.6,22.225,24.13,198.12,201.93,265.43,196.6,210.82
Jalen Harris,2020,SG,4.4,20.955000000000002,24.13,189.865,193.67499999999998,247.65,193.4,200.66
Markus Howard,2020,PG,9.91,21.59,19.685,176.53,180.34,232.41000000000003,170.8,183.515
Elijah Hughes,2020,SF-SG,10.2,21.59,22.225,194.945,199.39,257.81,229,201.93
Isaiah Joe,2020,SG,4.7,20.955000000000002,20.955000000000002,190.5,194.31,256.54,170.4,201.93
Mason Jones,2020,SG,8.9,22.225,21.59,192.405,197.48499999999999,260.35,207.2,200.66
Nathan Knight,2020,PF-C,8.2,22.86,24.13,203.2,207.64499999999998,278.13,235,218.44000000000003
Theo Maledon,2020,PG,2.8,21.59,25.4,193.04,195.57999999999998,255.27,187.4,205.105
Karim Mane,2020,PG-SG,3.73,21.59,24.765,195.57999999999998,198.12,259.08,196,210.82
Naji Marshall,2020,SF,8.7,23.495,26.67,197.48499999999999,200.66,260.35,233.5,215.26500000000001
Kenyon Martin Jr.,2020,SF-PF,5.9,21.59,22.225,198.12,200.66,259.08,213.2,201.295
Skylar Mays,2020,SG,7.4,20.32,24.765,190.5,193.04,251.46,204,198.12
Zeke Nnaji,2020,PF-C,5.9,22.86,26.67,206.375,209.55,267.97,246.8,218.44000000000003
Jordan Nwora,2020,SF-PF,11.68,21.59,23.495,197.48499999999999,200.66,264.16,223,208.915
Reggie Perry,2020,PF-C,8.4,23.495,27.94,203.835,206.375,270.51,249.6,213.995
Myles Powell,2020,PG-SG,15.8,20.32,22.86,184.15,186.69,251.46,194,200.66
Immanuel Quickley,2020,SG,8.2,20.32,22.225,187.96,190.5,251.46,185.8,203.835
Jahmi'us Ramsey,2020,SG,3.4,22.225,24.765,189.23,192.405,255.27,193.4,198.12
Paul Reed Jr.,2020,PF,6.83,22.86,22.225,204.47,206.375,278.13,219.2,218.44000000000003
Nick Richards,2020,C,8.5,22.86,22.86,209.55,212.09,279.4,241.6,219.07500000000002
Grant Riller,2020,PG-SG,5.4,20.32,21.59,183.515,185.42,245.11,178.4,196.215
Jayden Scrubb,2020,SG-SF,3.7,20.955000000000002,24.765,195.57999999999998,198.755,265.43,185.2,207.01
Jalen Smith,2020,PF-C,3.7,23.495,23.495,206.375,208.915,279.4,224.6,219.07500000000002
Cassius Stanley,2020,SG,5.8,20.955000000000002,22.86,195.57999999999998,198.755,252.73000000000002,201.6,200.66
Lamar Stevens,2020,SF-PF,6.8,21.59,24.765,197.48499999999999,200.025,256.54,228,205.74
Isaiah Stewart,2020,C,7.5,22.86,26.67,201.295,204.47,275.59,243,225.425
Tyrell Terry,2020,PG,7.6,19.05,20.955000000000002,186.69,190.5,243.84,170,187.325
Killian Tillie,2020,PF,12.43,20.955000000000002,23.495,205.105,208.28,269.24,221.6,203.2
Xavier Tillman Sr.,2020,PF-C,8.5,26.035,27.94,201.93,204.47,269.24,266.5,218.44000000000003
Kaleb Wesson,2020,C,12.5,22.86,27.305,206.375,208.915,283.21,252.6,222.25
Kahlil Whitney,2020,SF,5.3,23.495,26.035,196.85,200.66,267.97,205,213.995
Cassius Winston,2020,PG,9,22.225,20.955000000000002,184.15,186.69,246.38,196,198.12
Robert Woodard II,2020,SF,4.5,22.86,27.305,196.85,200.66,267.97,230.2,218.44000000000003
Max Abmas,2021,PG,5.5,20.32,19.685,179.07,182.245,238.76000000000002,161.8,187.325
Ochai Agbaji,2021,SG,4.15,22.86,22.225,194.31,196.85,262.89,214.4,208.28
Marcus Bagley,2021,SF,7.5,22.225,21.59,198.12,202.565,260.35,216.8,210.82
Scottie Barnes,2021,SF,5.3,23.495,26.035,200.66,203.2,274.32,225.4,220.34500000000003
Charles Bassey,2021,C,5.9,22.86,24.13,206.375,208.915,273.05,230.2,220.98000000000002
Brandon Boston Jr.,2021,SF,6,22.86,24.765,197.48499999999999,200.66,264.16,188,210.185
James Bouknight,2021,SG,5.5,22.225,22.86,191.76999999999998,194.945,257.81,190,203.835
Greg Brown III,2021,PF,5.5,22.86,24.765,201.295,204.47,271.78000000000003,206.4,213.995
Jared Butler,2021,PG,5.1,21.59,20.955000000000002,188.595,192.405,250.19,193,193.04
Julian Champagnie,2021,SF,8,22.86,21.59,199.39,201.93,270.51,217.4,208.28
Justin Champagnie,2021,PF,6.3,22.225,21.59,197.48499999999999,200.025,264.16,206.4,207.01
Josh Christopher,2021,SG,5.8,22.225,21.59,191.135,194.31,256.54,214.8,206.375
Sharife Cooper,2021,PG,NA,NA,NA,NA,NA,NA,NA,NA
Cade Cunningham,2021,PG,NA,NA,NA,NA,NA,NA,NA,NA
Ayo Dosunmu,2021,SG,4.9,21.59,22.225,191.76999999999998,195.57999999999998,259.08,194.4,208.915
David Duke Jr.,2021,SG,5.9,21.59,22.86,193.67499999999998,196.85,260.35,203.6,205.105
Kessler Edwards,2021,PF,4.3,21.59,20.955000000000002,200.66,203.2,269.24,203,211.45499999999998
Luka Garza,2021,C,11.7,22.86,23.495,208.28,211.45499999999998,273.05,242.8,217.17000000000002
RaiQuan Gray,2021,PF,17.3,23.495,22.86,199.39,202.565,266.7,268.6,210.185
Jalen Green,2021,SG,NA,NA,NA,NA,NA,NA,NA,NA
Quentin Grimes,2021,SG,6.6,21.59,25.4,193.04,196.215,256.54,205,203.2
Sam Hauser,2021,SF,7.9,20.955000000000002,22.86,200.025,203.2,259.08,217.4,206.375
Aaron Henry,2021,SF,5.6,21.59,23.495,194.31,198.12,262.89,209.6,210.185
Ariel Hukporti,2021,C,8.1,24.13,24.13,210.185,213.36,283.21,246,219.71
Matt Hurt,2021,PF,15.2,22.86,22.86,204.47,207.01,270.51,232.4,207.01
Nah'Shon Hyland,2021,SG,5.8,22.225,22.86,187.96,191.76999999999998,257.81,169,206.375
Isaiah Jackson,2021,C,NA,NA,NA,NA,NA,NA,NA,NA
David Johnson,2021,SG,7.5,20.955000000000002,21.59,191.135,194.945,264.16,202.8,209.55
Jalen Johnson,2021,PF,4.5,24.765,26.67,202.565,206.375,269.24,209.6,213.995
Keon Johnson,2021,SG,4.4,21.59,22.86,191.76999999999998,194.945,246.38,184.8,201.295
Carlik Jones,2021,PG,4.5,20.955000000000002,22.86,182.88,185.42,247.65,173.6,195.57999999999998
Kai Jones,2021,PF,4.7,22.86,24.13,208.28,212.09,280.67,221.4,217.805
Herbert Jones,2021,SF,5.8,21.59,22.86,198.12,201.295,269.24,206.4,213.995
Johnny Juzang,2021,SG,8,21.59,24.13,196.85,200.66,255.27,209,209.55
Corey Kispert,2021,SF,6.8,22.225,25.4,198.12,201.295,259.08,223.8,200.66
Jonathan Kuminga,2021,SF,NA,NA,NA,NA,NA,NA,NA,NA
AJ Lawson,2021,SG-SF,4.4,21.59,23.495,196.85,200.025,252.73000000000002,179.2,200.025
Scottie Lewis,2021,SF,4.7,22.225,24.765,193.04,196.215,257.81,187.6,213.36
Isaiah Livers,2021,SF,9.4,22.86,24.13,197.48499999999999,201.295,265.43,231.8,206.375
Makur Maker,2021,C,14.5,22.225,24.13,208.915,211.45499999999998,284.48,232.2,217.805
Sandro Mamukelashvili,2021,C,7.8,22.86,24.13,205.74,208.28,270.51,239.8,216.53500000000003
Tre Mann,2021,PG,4.1,20.32,22.86,191.135,193.67499999999998,250.19,177.6,193.04
Matthew Mayer,2021,PF,NA,NA,NA,NA,NA,NA,NA,NA
Miles McBride,2021,PG,6,22.86,24.13,185.42,189.23,252.73000000000002,195.2,205.105
Davion Mitchell,2021,PG,6.2,20.955000000000002,22.225,182.88,186.055,245.11,202.4,193.67499999999998
Evan Mobley,2021,PF,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Mobley,2021,PF,12.9,22.86,25.4,203.2,207.64499999999998,273.05,238,220.98000000000002
Moses Moody,2021,SG,6.8,22.86,25.4,194.31,198.12,266.7,210.6,215.26500000000001
Trey Murphy III,2021,SF,8.1,21.59,22.86,201.93,206.375,267.97,206,213.36
Daishen Nix,2021,PG,11.8,21.59,22.86,190.5,193.67499999999998,254,225.6,200.025
John Petty Jr.,2021,SG,5.6,21.59,22.86,194.31,197.48499999999999,262.89,186.2,207.01
Yves Pons,2021,PF,4,22.86,23.495,196.85,200.025,264.16,206.4,215.26500000000001
Jason Preston,2021,PG,5.45,21.59,23.495,190.5,193.04,255.27,180.6,204.47
Joshua Primo,2021,SG,6.3,22.86,25.4,193.04,195.57999999999998,260.35,189,206.375
Roko Prkacin,2021,PF,7,22.225,23.495,201.93,206.375,271.78000000000003,225.4,210.82
Neemias Queta,2021,C,7.6,23.495,26.67,211.45499999999998,214.63000000000002,285.75,248.4,223.52
Austin Reaves,2021,SG,11,20.32,20.955000000000002,194.31,197.48499999999999,256.54,197.2,198.755
Jeremiah Robinson-Earl,2021,PF,8.9,22.86,24.765,202.565,205.74,267.97,242.4,207.64499999999998
Terrence Shannon Jr.,2021,SF,6.7,20.32,20.32,196.85,199.39,254,206.6,203.835
Day'Ron Sharpe,2021,C,NA,NA,NA,NA,NA,NA,NA,NA
Jericho Sims,2021,C,5.5,22.86,24.765,205.74,208.28,269.24,250.2,221.615
Jaden Springer,2021,SG,6.3,21.59,24.765,190.5,193.67499999999998,251.46,202,202.565
DJ Steward,2021,PG,5,21.59,22.86,184.785,187.325,250.19,162.2,200.66
Cam Thomas,2021,SG,NA,NA,NA,NA,NA,NA,NA,NA
JT Thor,2021,PF,6.1,23.495,24.13,204.47,206.375,279.4,203,221.615
Isaiah Todd,2021,PF,6.2,22.86,24.765,205.105,208.28,273.05,219,216.53500000000003
Duane Washington Jr.,2021,SG,5.1,20.955000000000002,22.225,188.595,192.405,256.54,196.8,202.565
Trendon Watford,2021,PF,10.1,24.13,24.13,201.93,205.105,266.7,237.4,219.07500000000002
Joe Wieskamp,2021,SF,4.1,21.59,23.495,197.48499999999999,201.295,261.62,204.8,210.82
Aaron Wiggins,2021,SG-SF,5,22.225,21.59,194.31,195.57999999999998,261.62,190,207.64499999999998
Ziaire Williams,2021,SF,4.4,22.86,22.225,203.835,207.64499999999998,270.51,188.4,208.915
Moses Wright,2021,PF,5.6,22.86,24.13,202.565,205.74,271.78000000000003,225.8,215.26500000000001
McKinley Wright IV,2021,PG,6.7,21.59,22.86,180.975,183.515,238.76000000000002,192.2,196.215
Marcus Zegarowski,2021,PG,7.2,20.32,24.13,184.785,187.96,243.84,180.8,189.865
Ochai Agbaji,2022,SG,5.4,22.225,24.13,194.31,197.48499999999999,264.16,216.8,208.915
Patrick Baldwin Jr.,2022,SF,8.9,22.225,24.13,206.375,208.915,280.67,230.8,217.805
Paolo Banchero,2022,PF,NA,NA,NA,NA,NA,NA,NA,NA
Dominick Barlow,2022,PF,5.9,22.86,26.67,205.105,207.64499999999998,275.59,221,220.98000000000002
MarJon Beauchamp,2022,SG,5.3,22.86,22.86,196.215,199.39,269.24,196.6,215.26500000000001
Hugo Besson,2022,SG,8.8,19.05,21.59,194.31,197.48499999999999,259.08,180.4,196.85
Malaki Branham,2022,SG,6.1,21.59,24.765,193.04,196.85,260.35,194.8,208.28
Christian Braun,2022,SG,6.2,20.32,21.59,196.85,200.66,252.73000000000002,209.2,199.39
Kendall Brown,2022,SF,4.9,22.86,22.86,198.755,201.93,261.62,201.2,210.82
John Butler Jr.,2022,PF,4.7,21.59,22.225,212.725,215.26500000000001,284.48,174.4,219.07500000000002
Julian Champagnie,2022,SF,7.1,22.225,23.495,198.755,202.565,271.78000000000003,212.4,208.28
Kennedy Chandler,2022,PG,4.4,21.59,24.13,181.61,184.15,246.38,172.2,196.215
Max Christie,2022,SG,4.8,20.32,21.59,193.67499999999998,197.48499999999999,260.35,189.2,205.105
Kofi Cockburn,2022,C,8.2,24.765,26.035,210.82,213.36,280.67,293,224.155
Dyson Daniels,2022,SG,4.9,21.59,24.765,198.12,201.93,266.7,195.2,209.55
Johnny Davis,2022,PG,6.7,21.59,26.035,193.67499999999998,197.48499999999999,262.89,196.4,204.47
JD Davison,2022,PG,7.8,21.59,24.13,184.15,189.23,252.73000000000002,191.8,199.39
Darius Days,2022,SF-PF,NA,NA,NA,NA,NA,NA,NA,NA
Moussa Diabate,2022,C,2.7,21.59,26.67,206.375,208.915,278.13,216.6,219.71
Ousmane Dieng,2022,SF,NA,NA,NA,NA,NA,NA,NA,NA
Khalifa Diop,2022,C,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Duren,2022,C,NA,NA,NA,NA,NA,NA,NA,NA
Tari Eason,2022,PF,5.9,23.495,27.94,200.025,203.2,273.05,217.4,218.44000000000003
Keon Ellis,2022,SG,3.8,20.32,23.495,191.76999999999998,194.945,259.08,167.4,204.47
Michael Foster Jr.,2022,C,6.2,22.225,25.4,202.565,206.375,278.13,236.6,213.995
Collin Gillespie,2022,PG,8.6,20.955000000000002,22.86,186.69,189.865,248.92000000000002,195.8,193.04
AJ Griffin,2022,SF,NA,NA,NA,NA,NA,NA,NA,NA
Jaden Hardy,2022,SG,NA,NA,NA,NA,NA,NA,NA,NA
Ron Harper Jr.,2022,SF,14.3,24.13,25.4,193.04,196.85,267.97,240.4,216.53500000000003
Chet Holmgren,2022,PF,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Ingram,2022,SF,8.3,22.86,25.4,196.215,200.66,262.89,232.8,213.995
Jaden Ivey,2022,PG,NA,NA,NA,NA,NA,NA,NA,NA
Trayce Jackson-Davis,2022,C,NA,NA,NA,NA,NA,NA,NA,NA
Nikola Jovic,2022,SF,7.4,22.225,24.765,207.01,210.82,275.59,222.6,213.995
Johnny Juzang,2022,SG,7.5,21.59,24.13,196.215,199.39,260.35,208.6,210.82
Ismael Kamagate,2022,PF,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Keels,2022,SG,13.5,20.955000000000002,22.86,191.135,194.945,256.54,223.8,201.295
Walker Kessler,2022,C,14.7,21.59,21.59,213.995,215.9,287.02,256,224.155
Christian Koloko,2022,C,5.7,22.86,27.305,210.185,213.36,287.02,221,226.69500000000002
Jake LaRavia,2022,PF,9,21.59,26.035,200.025,203.2,264.16,227.2,207.01
Justin Lewis,2022,PF,7.3,22.86,26.67,198.755,201.93,267.97,235.4,219.71
E.J. Liddell,2022,PF,12.2,20.955000000000002,23.495,196.85,200.66,262.89,243,212.725
Kenneth Lofton Jr.,2022,PF-C,NA,NA,NA,NA,NA,NA,NA,NA
Tyrese Martin,2022,SG-SF,NA,NA,NA,NA,NA,NA,NA,NA
Bennedict Mathurin,2022,SG,5.7,21.59,24.765,194.31,198.12,264.16,204.6,205.74
Matthew Mayer,2022,SF,11.1,22.86,26.035,203.2,206.375,266.7,216.4,209.55
Bryce McGowens,2022,SG,5.4,22.225,24.13,196.215,199.39,262.89,181.2,205.105
Leonard Miller,2022,SF,5.7,23.495,26.67,204.47,208.28,270.51,211,218.44000000000003
Josh Minnott,2022,PF,NA,NA,NA,NA,NA,NA,NA,NA
Aminu Mohammed,2022,SG-SF,5.1,22.225,24.13,191.76999999999998,195.57999999999998,264.16,212.8,210.82
Iverson Molinar,2022,PG,4.8,21.59,24.13,188.595,191.135,256.54,183.2,203.2
Jean Montero,2022,PG,7.4,20.32,22.225,185.42,188.595,250.19,171.8,196.215
Wendell Moore,2022,SG,7.5,22.225,26.035,193.67499999999998,196.85,256.54,217.2,214.63000000000002
Keegan Murray,2022,PF,NA,NA,NA,NA,NA,NA,NA,NA
Andrew Nembhard,2022,PG,4.4,20.32,24.13,190.5,194.31,251.46,195.6,197.48499999999999
Scotty Pippen Jr.,2022,PG,5.3,19.685,22.86,182.88,186.69,242.57000000000002,180,197.48499999999999
Gabriele Procida,2022,SG-SF,3.8,20.32,23.495,197.48499999999999,202.565,269.24,192.8,203.2
Jared Rhoden,2022,SG-SF,NA,NA,NA,NA,NA,NA,NA,NA
Orlando Robinson,2022,C,9.5,22.225,25.4,207.64499999999998,210.82,281.94,244.4,223.52
David Roddy,2022,PF,11.6,22.225,25.4,194.31,198.12,266.7,260.8,212.09
Ryan Rollins,2022,SG,5,20.32,21.59,187.96,191.135,255.27,179.2,207.64499999999998
Marcus Sasser,2022,PG,NA,NA,NA,NA,NA,NA,NA,NA
Dereon Seabron,2022,SG,4,21.59,24.13,194.945,197.48499999999999,262.89,182.4,205.105
Shaedon Sharpe,2022,SG,4.8,22.86,23.495,193.67499999999998,196.215,262.89,198,212.09
Terquavion Smith,2022,SG,3.8,21.59,20.32,188.595,192.405,248.92000000000002,165.2,199.39
Jabari Smith,2022,PF,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy Sochan,2022,PF,NA,NA,NA,NA,NA,NA,NA,NA
